Country,iso3c,Year,GDP
Heavily indebted poor countries (HIPC),HPC,1984,131401366901.252
Heavily indebted poor countries (HIPC),HPC,1988,142074113823.027
Heavily indebted poor countries (HIPC),HPC,1992,136844280047.269
Heavily indebted poor countries (HIPC),HPC,1996,154144309892.394
Heavily indebted poor countries (HIPC),HPC,2000,181381054438.024
Heavily indebted poor countries (HIPC),HPC,2004,250209498892.856
Heavily indebted poor countries (HIPC),HPC,2008,479488609916.453
Heavily indebted poor countries (HIPC),HPC,2012,594538550063.631
Heavily indebted poor countries (HIPC),HPC,2016,681582492494.931
Heavily indebted poor countries (HIPC),HPC,2020,820678273818.935
Croatia,HRV,1992,10621169290.9986
Croatia,HRV,1996,24150978346.5253
Croatia,HRV,2000,22134411297.473
Croatia,HRV,2004,41836292157.3335
Croatia,HRV,2008,68478776205.9826
Croatia,HRV,2012,57551963753.2104
Croatia,HRV,2016,52654855638.1057
Croatia,HRV,2020,57963370885.0798
Haiti,HTI,1960,273187200
Haiti,HTI,1964,325281200
Haiti,HTI,1968,367968800
Haiti,HTI,1972,371998958.402916
Haiti,HTI,1976,879000000
Haiti,HTI,1980,1383800000
Haiti,HTI,1984,1816200000
Haiti,HTI,1988,2613926800
Haiti,HTI,1992,2257129791.61575
Haiti,HTI,1996,2907517603.76719
Haiti,HTI,2000,6813566098.8675
Haiti,HTI,2004,6087360684.2969
Haiti,HTI,2008,10432962634.8748
Haiti,HTI,2012,13708925477.1304
Haiti,HTI,2016,14069277526.2278
Haiti,HTI,2020,14508222518.3018
Hungary,HUN,1968,4886222554.66355
Hungary,HUN,1972,7379313742.13684
Hungary,HUN,1976,13235612078.8396
Hungary,HUN,1980,23116977148.0216
Hungary,HUN,1984,21242726264.4854
Hungary,HUN,1988,29799838597.4079
Hungary,HUN,1992,38857339124.9084
Hungary,HUN,1996,46833767123.6915
Hungary,HUN,2000,47275954428.9586
Hungary,HUN,2004,104015363080.271
Hungary,HUN,2008,158228265915.534
Hungary,HUN,2012,128470269689.958
Hungary,HUN,2016,128983560865.293
Hungary,HUN,2020,158468487754.196
IBRD only,IBD,1960,306294115053.622
IBRD only,IBD,1964,392605573186.674
IBRD only,IBD,1968,484532010223.56
IBRD only,IBD,1972,723867961772.54
IBRD only,IBD,1976,1392112729904.02
IBRD only,IBD,1980,2419093550101.85
IBRD only,IBD,1984,2619333633171.35
IBRD only,IBD,1988,3111109663382.8
IBRD only,IBD,1992,3691864024769.84
IBRD only,IBD,1996,5375221187925.93
IBRD only,IBD,2000,5885680708970.92
IBRD only,IBD,2004,8112651432837.58
IBRD only,IBD,2008,17129039331867.5
IBRD only,IBD,2012,25447534589415.2
IBRD only,IBD,2016,26257498466233.4
IBRD only,IBD,2020,30426310945474.6
IDA & IBRD total,IBT,1960,351523860888.83
IDA & IBRD total,IBT,1964,448663101500.283
IDA & IBRD total,IBT,1968,557799021089.888
IDA & IBRD total,IBT,1972,821216194535.88
IDA & IBRD total,IBT,1976,1574037973549.43
IDA & IBRD total,IBT,1980,2723796422788.34
IDA & IBRD total,IBT,1984,2955552476174.84
IDA & IBRD total,IBT,1988,3444527330577.46
IDA & IBRD total,IBT,1992,4055366566219.39
IDA & IBRD total,IBT,1996,5928722715707.69
IDA & IBRD total,IBT,2000,6403935093294.85
IDA & IBRD total,IBT,2004,8842908313079.81
IDA & IBRD total,IBT,2008,18546452556885.2
IDA & IBRD total,IBT,2012,27350825804905.1
IDA & IBRD total,IBT,2016,28416081615148.4
IDA & IBRD total,IBT,2020,32884865747902.1
IDA total,IDA,1960,43243384419.9462
IDA total,IDA,1964,53779805167.0828
IDA total,IDA,1968,69892938587.3046
IDA total,IDA,1972,94402755414.2018
IDA total,IDA,1976,177158450765.35
IDA total,IDA,1980,298333339830.146
IDA total,IDA,1984,328304907400.606
IDA total,IDA,1988,334545202810.66
IDA total,IDA,1992,364500128589.322
IDA total,IDA,1996,555438829978.106
IDA total,IDA,2000,518662199087.131
IDA total,IDA,2004,731026831601.9
IDA total,IDA,2008,1417413225017.73
IDA total,IDA,2012,1903291215489.89
IDA total,IDA,2016,2157610760378.18
IDA total,IDA,2020,2457830370728.94
IDA blend,IDB,1960,12400947761.6171
IDA blend,IDB,1964,16625996700.4931
IDA blend,IDB,1968,21046711584.6648
IDA blend,IDB,1972,34165678728.5156
IDA blend,IDB,1976,73439022328.3535
IDA blend,IDB,1980,134443209050.811
IDA blend,IDB,1984,148711541455.385
IDA blend,IDB,1988,148180207998.815
IDA blend,IDB,1992,165352521675.512
IDA blend,IDB,1996,328491183839.091
IDA blend,IDB,2000,244328547027.03
IDA blend,IDB,2004,365173874492.233
IDA blend,IDB,2008,714828110636.763
IDA blend,IDB,2012,983022339145.622
IDA blend,IDB,2016,1035753092023.26
IDA blend,IDB,2020,1087140198997.65
Indonesia,IDN,1968,7076465299.81141
Indonesia,IDN,1972,10997590361.4458
Indonesia,IDN,1976,37269156626.506
Indonesia,IDN,1980,72482337397.4439
Indonesia,IDN,1984,84853700027.651
Indonesia,IDN,1988,84300174485.7973
Indonesia,IDN,1992,128026966579.964
Indonesia,IDN,1996,227369679374.973
Indonesia,IDN,2000,165021012077.81
Indonesia,IDN,2004,256836875295.452
Indonesia,IDN,2008,510228634992.258
Indonesia,IDN,2012,917869913332.649
Indonesia,IDN,2016,931877364037.698
Indonesia,IDN,2020,1059054842698.48
IDA only,IDX,1960,32022787242.4772
IDA only,IDX,1964,38331317593.6074
IDA only,IDX,1968,50511645331.4643
IDA only,IDX,1972,61094751278.1447
IDA only,IDX,1976,104205142822.458
IDA only,IDX,1980,163393060128.356
IDA only,IDX,1984,178964086629.293
IDA only,IDX,1988,186150131301.521
IDA only,IDX,1992,199769726617.382
IDA only,IDX,1996,224628404978.402
IDA only,IDX,2000,274832835638.776
IDA only,IDX,2004,365954188619.875
IDA only,IDX,2008,702585114380.963
IDA only,IDX,2012,920268876344.265
IDA only,IDX,2016,1121857668354.92
IDA only,IDX,2020,1370690171731.28
Isle of Man,IMN,1984,251195796.754456
Isle of Man,IMN,1988,584702952.685877
Isle of Man,IMN,1992,854849069.84907
Isle of Man,IMN,1996,1007205928.23713
Isle of Man,IMN,2000,1601050083.21985
Isle of Man,IMN,2004,2802206151.59282
Isle of Man,IMN,2008,5928791505.35144
Isle of Man,IMN,2012,6690228371.66909
Isle of Man,IMN,2016,6846377563.00683
Isle of Man,IMN,2020,6684225641.02564
India,IND,1960,37029883876.1839
India,IND,1964,56480289940.9899
India,IND,1968,53085455870.6667
India,IND,1972,71464700666.9869
India,IND,1976,102716451979.68
India,IND,1980,186328579302.068
India,IND,1984,212157645177.652
India,IND,1988,296589670895.932
India,IND,1992,288208070278.013
India,IND,1996,392896866204.516
India,IND,2000,468395521654.458
India,IND,2004,709152728830.775
India,IND,2008,1198895139005.92
India,IND,2012,1827637590410.41
India,IND,2016,2294796885663.16
India,IND,2020,2674851578587.27
Ireland,IRL,1960,1998550221.80554
Ireland,IRL,1964,2851091646.43165
Ireland,IRL,1968,3378701146.84197
Ireland,IRL,1972,6318060582.21873
Ireland,IRL,1976,9453756014.71837
Ireland,IRL,1980,21747855640.0712
Ireland,IRL,1984,20106648454.8404
Ireland,IRL,1988,37772897420.5159
Ireland,IRL,1992,55918538121.3989
Ireland,IRL,1996,75790785030.2419
Ireland,IRL,2000,100207610429.909
Ireland,IRL,2004,194372115041.065
Ireland,IRL,2008,275447471451.063
Ireland,IRL,2012,227270922957.327
Ireland,IRL,2016,305733136180.907
Ireland,IRL,2020,436555518400.451
"Iran, Islamic Rep.",IRN,1960,4199134389.90099
"Iran, Islamic Rep.",IRN,1964,5379845647.69637
"Iran, Islamic Rep.",IRN,1968,8623172959.89439
"Iran, Islamic Rep.",IRN,1972,17153463263.1023
"Iran, Islamic Rep.",IRN,1976,68055295080.7542
"Iran, Islamic Rep.",IRN,1980,94362275580.021
"Iran, Islamic Rep.",IRN,1984,162276728619.519
"Iran, Islamic Rep.",IRN,1988,123057861333.91
"Iran, Islamic Rep.",IRN,1992,119768691216.667
"Iran, Islamic Rep.",IRN,1996,120403931883.348
"Iran, Islamic Rep.",IRN,2000,109591707801.431
"Iran, Islamic Rep.",IRN,2004,187754571246.703
"Iran, Islamic Rep.",IRN,2008,406070949550.867
"Iran, Islamic Rep.",IRN,2012,644019315003.54
"Iran, Islamic Rep.",IRN,2016,459042684192.698
"Iran, Islamic Rep.",IRN,2020,262186179355.944
Iraq,IRQ,1960,1537252193.09912
Iraq,IRQ,1964,2136408197.83672
Iraq,IRQ,1968,2896598841.36046
Iraq,IRQ,1972,4113848002.40312
Iraq,IRQ,1976,17754825601.0836
Iraq,IRQ,1980,52569000000
Iraq,IRQ,1984,46938387096.7742
Iraq,IRQ,1988,62684516129.0323
Iraq,IRQ,1992,553671957.671958
Iraq,IRQ,1996,10433698621.3427
Iraq,IRQ,2000,48364250943.9051
Iraq,IRQ,2004,36633669269.3981
Iraq,IRQ,2008,131614434153.505
Iraq,IRQ,2012,218002476129.472
Iraq,IRQ,2016,166743557747.671
Iraq,IRQ,2020,180898797516.874
Iceland,ISL,1960,252169712.042125
Iceland,ISL,1964,440797869.282266
Iceland,ISL,1968,481532847.590587
Iceland,ISL,1972,839652164.06073
Iceland,ISL,1976,1669488389.96542
Iceland,ISL,1980,3381419251.2923102
Iceland,ISL,1984,2864441387.40507
Iceland,ISL,1988,6106635816.24587
Iceland,ISL,1992,7080981738.05606
Iceland,ISL,1996,7426082270.67669
Iceland,ISL,2000,9025660361.75842
Iceland,ISL,2004,13825302535.7699
Iceland,ISL,2008,18074622987.0185
Iceland,ISL,2012,14751508133.5443
Iceland,ISL,2016,20793168030.9524
Iceland,ISL,2020,21629953194.0659
Israel,ISR,1960,3070585807.33625
Israel,ISR,1964,4024344852.54797
Israel,ISR,1968,5458427927.8861
Israel,ISR,1972,9222557538.58382
Israel,ISR,1976,15956349550.0166
Israel,ISR,1980,25395256477.5976
Israel,ISR,1984,30645607293.0048
Israel,ISR,1988,52650948910.3748
Israel,ISR,1992,79457685757.166
Israel,ISR,1996,115116595544.694
Israel,ISR,2000,136512300542.025
Israel,ISR,2004,140047984605.087
Israel,ISR,2008,221231658862.876
Israel,ISR,2012,263589172712.391
Israel,ISR,2016,321940971558.016
Israel,ISR,2020,410768352657.612
Italy,ITA,1960,42012422612.3955
Italy,ITA,1964,65720771779.4768
Italy,ITA,1968,91485448147.84
Italy,ITA,1972,145594833997.344
Italy,ITA,1976,225235205861.828
Italy,ITA,1980,478356755595.749
Italy,ITA,1984,438896930791.272
Italy,ITA,1988,893663934840.821
Italy,ITA,1992,1323204350353.5
Italy,ITA,1996,1314776508972.27
Italy,ITA,2000,1149661363439.38
Italy,ITA,2004,1812808753294.75
Italy,ITA,2008,2417508414187.19
Italy,ITA,2012,2097929495121.68
Italy,ITA,2016,1887111188176.93
Italy,ITA,2020,1907481094079.23
Jamaica,JAM,1960,699064380.374248
Jamaica,JAM,1964,897949000.8204
Jamaica,JAM,1968,1083839132.92869
Jamaica,JAM,1972,1875146587.4443
Jamaica,JAM,1976,2966042856.04286
Jamaica,JAM,1980,2679379371.51261
Jamaica,JAM,1984,2373564549.4932
Jamaica,JAM,1988,3828342820.3494
Jamaica,JAM,1992,3535460089.80719
Jamaica,JAM,1996,7393891920.80358
Jamaica,JAM,2000,9005064474.93003
Jamaica,JAM,2004,10174664853.9476
Jamaica,JAM,2008,13709401520.0326
Jamaica,JAM,2012,14807086555.5283
Jamaica,JAM,2016,14077096676.6213
Jamaica,JAM,2020,13812421835.7369
Jordan,JOR,1968,561119775.55209
Jordan,JOR,1972,788479684.608126
Jordan,JOR,1976,1708521219.46003
Jordan,JOR,1980,3910044474.28044
Jordan,JOR,1984,4967162160.40472
Jordan,JOR,1988,6277451829.05325
Jordan,JOR,1992,5310833193.59005
Jordan,JOR,1996,6927503526.09309
Jordan,JOR,2000,8460789844.8519
Jordan,JOR,2004,11411706629.055
Jordan,JOR,2008,22658715989.3302
Jordan,JOR,2012,31634561690.1408
Jordan,JOR,2016,39892551126.7606
Jordan,JOR,2020,43700383098.5916
Japan,JPN,1960,47419238274.4619
Japan,JPN,1964,87490590817.9803
Japan,JPN,1968,156897496759.128
Japan,JPN,1972,324933841268.585
Japan,JPN,1976,598883902155.605
Japan,JPN,1980,1129377244854.04
Japan,JPN,1984,1345824500836.76
Japan,JPN,1988,3125724434400.79
Japan,JPN,1992,3980702922117.66
Japan,JPN,1996,4923391533851.63
Japan,JPN,2000,4968359075956.59
Japan,JPN,2004,4893116005656.56
Japan,JPN,2008,5106679115127.3
Japan,JPN,2012,6272362996105.03
Japan,JPN,2016,5003677627544.24
Japan,JPN,2020,5054068005376.28
Kazakhstan,KAZ,1992,24917355371.9008
Kazakhstan,KAZ,1996,21035357936.8796
Kazakhstan,KAZ,2000,18291990662.0356
Kazakhstan,KAZ,2004,43151647002.6096
Kazakhstan,KAZ,2008,133441648851.982
Kazakhstan,KAZ,2012,207998568865.789
Kazakhstan,KAZ,2016,137278320084.171
Kazakhstan,KAZ,2020,171082365861.423
Kenya,KEN,1960,791265459.493816
Kenya,KEN,1964,998759334.496266
Kenya,KEN,1968,1353295458.68182
Kenya,KEN,1972,2107279157.08834
Kenya,KEN,1976,3474542391.69992
Kenya,KEN,1980,7265315820.20777
Kenya,KEN,1984,6191437070.18411
Kenya,KEN,1988,8355380879.12955
Kenya,KEN,1992,8209120763.04955
Kenya,KEN,1996,12045865396.1323
Kenya,KEN,2000,12705350097.8044
Kenya,KEN,2004,16095337093.8366
Kenya,KEN,2008,35895153327.8497
Kenya,KEN,2012,56396704671.5777
Kenya,KEN,2016,74815144163.8931
Kenya,KEN,2020,100657505750.545
Kyrgyz Republic,KGZ,1992,2315346942.855
Kyrgyz Republic,KGZ,1996,1827570586.16784
Kyrgyz Republic,KGZ,2000,1369688498.06778
Kyrgyz Republic,KGZ,2004,2211534585.0034
Kyrgyz Republic,KGZ,2008,5139958909.17936
Kyrgyz Republic,KGZ,2012,6605142884.36215
Kyrgyz Republic,KGZ,2016,6813095379.1187
Kyrgyz Republic,KGZ,2020,8270468614.24051
Cambodia,KHM,1976,790357254.540309
Cambodia,KHM,1980,744384129.707563
Cambodia,KHM,1984,1021176058.63327
Cambodia,KHM,1988,1662877859.22297
Cambodia,KHM,1992,2491486594.18917
Cambodia,KHM,1996,3506695719.57259
Cambodia,KHM,2000,3694168979.32019
Cambodia,KHM,2004,5883297159.87352
Cambodia,KHM,2008,12174303999.0812
Cambodia,KHM,2012,17826536699.8016
Cambodia,KHM,2016,26556545153.3573
Cambodia,KHM,2020,34818073901.4851
Kiribati,KIR,1972,15314346.4925323
Kiribati,KIR,1976,33246816.5018414
Kiribati,KIR,1980,33157723.1094117
Kiribati,KIR,1984,34394167.0416706
Kiribati,KIR,1988,38278810.3176488
Kiribati,KIR,1992,61491369.281929
Kiribati,KIR,1996,81456854.1385109
Kiribati,KIR,2000,74910527.2586758
Kiribati,KIR,2004,104085892.133271
Kiribati,KIR,2008,147017894.97877
Kiribati,KIR,2012,207001545.867109
Kiribati,KIR,2016,206467818.503227
Kiribati,KIR,2020,220897998.732518
St. Kitts and Nevis,KNA,1960,12366635.7500773
St. Kitts and Nevis,KNA,1964,13416633.1250839
St. Kitts and Nevis,KNA,1968,14600000
St. Kitts and Nevis,KNA,1972,22944849.1155047
St. Kitts and Nevis,KNA,1976,30095602.2944551
St. Kitts and Nevis,KNA,1980,68459259.2592593
St. Kitts and Nevis,KNA,1984,98603703.7037037
St. Kitts and Nevis,KNA,1988,172692592.592593
St. Kitts and Nevis,KNA,1992,242137037.037037
St. Kitts and Nevis,KNA,1996,333944444.444444
St. Kitts and Nevis,KNA,2000,421695769.843918
St. Kitts and Nevis,KNA,2004,506900000
St. Kitts and Nevis,KNA,2008,777692592.592593
St. Kitts and Nevis,KNA,2012,824585185.185185
St. Kitts and Nevis,KNA,2016,1006818518.51852
St. Kitts and Nevis,KNA,2020,883922222.222222
"Korea, Rep.",KOR,1960,3958811881.18812
"Korea, Rep.",KOR,1964,3459019942.79079
"Korea, Rep.",KOR,1968,6119394892.37109
"Korea, Rep.",KOR,1972,10862211760.8252
"Korea, Rep.",KOR,1976,29902479338.843
"Korea, Rep.",KOR,1980,65398377597.5108
"Korea, Rep.",KOR,1984,97510744119.1162
"Korea, Rep.",KOR,1988,199591287824.777
"Korea, Rep.",KOR,1992,355524903068.056
"Korea, Rep.",KOR,1996,610167053824.007
"Korea, Rep.",KOR,2000,576179387819.613
"Korea, Rep.",KOR,2004,793175561887.027
"Korea, Rep.",KOR,2008,1047339010225.25
"Korea, Rep.",KOR,2012,1278046536287.01
"Korea, Rep.",KOR,2016,1499679823909.61
"Korea, Rep.",KOR,2020,1644312831906.17
Kuwait,KWT,1964,2071668533.03471
Kuwait,KWT,1968,2662798934.88043
Kuwait,KWT,1972,4450537925.33189
Kuwait,KWT,1976,13132252801.9372
Kuwait,KWT,1980,28638868355.9196
Kuwait,KWT,1984,21700082752.9369
Kuwait,KWT,1988,20690322152.8945
Kuwait,KWT,1992,19858555214.7239
Kuwait,KWT,1996,31492373308.7516
Kuwait,KWT,2000,37718743480.0751
Kuwait,KWT,2004,59439090600.6108
Kuwait,KWT,2008,147379737229.753
Kuwait,KWT,2012,174047662555.419
Kuwait,KWT,2016,109406674087.947
Kuwait,KWT,2020,111045470461.207
Latin America & Caribbean (excluding high income),LAC,1960,61725175641.581
Latin America & Caribbean (excluding high income),LAC,1964,89126642541.918
Latin America & Caribbean (excluding high income),LAC,1968,116903714580.789
Latin America & Caribbean (excluding high income),LAC,1972,179391198045.739
Latin America & Caribbean (excluding high income),LAC,1976,370517611774.039
Latin America & Caribbean (excluding high income),LAC,1980,648041303830.683
Latin America & Caribbean (excluding high income),LAC,1984,635706868075.78
Latin America & Caribbean (excluding high income),LAC,1988,755401391021.296
Latin America & Caribbean (excluding high income),LAC,1992,1110456547974.36
Latin America & Caribbean (excluding high income),LAC,1996,1841388407551.26
Latin America & Caribbean (excluding high income),LAC,2000,1986486669520.2
Latin America & Caribbean (excluding high income),LAC,2004,2025109635467.83
Latin America & Caribbean (excluding high income),LAC,2008,3900603793011.68
Latin America & Caribbean (excluding high income),LAC,2012,5250550410200.51
Latin America & Caribbean (excluding high income),LAC,2016,4438012803116.89
Latin America & Caribbean (excluding high income),LAC,2020,3984427319010.97
Lao PDR,LAO,1984,1757142855.91837
Lao PDR,LAO,1988,598961269.297879
Lao PDR,LAO,1992,1127806944.61513
Lao PDR,LAO,1996,1873671550.34636
Lao PDR,LAO,2000,1731198022.46763
Lao PDR,LAO,2004,2366398119.86321
Lao PDR,LAO,2008,5446433157.40114
Lao PDR,LAO,2012,10192846339.4029
Lao PDR,LAO,2016,15912501722.6143
Lao PDR,LAO,2020,18981805250.2424
Lebanon,LBN,1988,3313540067.93246
Lebanon,LBN,1992,5843579160.90122
Lebanon,LBN,1996,13690217333.5879
Lebanon,LBN,2000,17260364842.4544
Lebanon,LBN,2004,21159827992.0398
Lebanon,LBN,2008,29118916105.4726
Lebanon,LBN,2012,44016799515.7546
Lebanon,LBN,2016,51147308774.1294
Lebanon,LBN,2020,31712128253.7961
Liberia,LBR,1960,190495600
Liberia,LBR,1964,218929100
Liberia,LBR,1968,276820700
Liberia,LBR,1972,368098000
Liberia,LBR,1976,596675700
Liberia,LBR,1980,854711500
Liberia,LBR,1984,848478300
Liberia,LBR,1988,1038300000
Liberia,LBR,1992,223500000
Liberia,LBR,1996,159400000
Liberia,LBR,2000,874000000
Liberia,LBR,2004,897000000
Liberia,LBR,2008,1726000000
Liberia,LBR,2012,2791614000
Liberia,LBR,2016,3398419600
Liberia,LBR,2020,3176126300
Libya,LBY,1960,401644248.9423
Libya,LBY,1964,1341395421.44183
Libya,LBY,1968,3850623094.95076
Libya,LBY,1972,6299395543.96301
Libya,LBY,1976,19096943016.5748
Libya,LBY,1980,40953924948.7419
Libya,LBY,1984,29476109152.7531
Libya,LBY,1988,24308959591.195
Libya,LBY,1992,33887047909.2746
Libya,LBY,1996,27884615384.6154
Libya,LBY,2000,38270954138.1128
Libya,LBY,2004,33122307692.3077
Libya,LBY,2008,86710767415.1371
Libya,LBY,2012,92540938129.1315
Libya,LBY,2016,49912073701.298
Libya,LBY,2020,46854285440.642
St. Lucia,LCA,1980,170370370.37037
St. Lucia,LCA,1984,251481481.481481
St. Lucia,LCA,1988,429629629.62963
St. Lucia,LCA,1992,674074074.074074
St. Lucia,LCA,1996,788888888.888889
St. Lucia,LCA,2000,932592592.592592
St. Lucia,LCA,2004,1066666666.66667
St. Lucia,LCA,2008,1437731111.11111
St. Lucia,LCA,2012,1598207407.40741
St. Lucia,LCA,2016,1868544444.44444
St. Lucia,LCA,2020,1499274074.07407
Latin America & Caribbean,LCN,1960,79071588140.7366
Latin America & Caribbean,LCN,1964,111156041395.132
Latin America & Caribbean,LCN,1968,143964440402.591
Latin America & Caribbean,LCN,1972,220179098460.07
Latin America & Caribbean,LCN,1976,436384072723.809
Latin America & Caribbean,LCN,1980,784053014901.37
Latin America & Caribbean,LCN,1984,765081985461.46
Latin America & Caribbean,LCN,1988,901621775159.599
Latin America & Caribbean,LCN,1992,1299886102749.56
Latin America & Caribbean,LCN,1996,2101355071373.13
Latin America & Caribbean,LCN,2000,2326949652020.11
Latin America & Caribbean,LCN,2004,2405458652460.79
Latin America & Caribbean,LCN,2008,4644069466094.88
Latin America & Caribbean,LCN,2012,6210613243121.19
Latin America & Caribbean,LCN,2016,5285691145303.57
Latin America & Caribbean,LCN,2020,4805921371470.46
Least developed countries: UN classification,LDC,1960,28117422146.7604
Least developed countries: UN classification,LDC,1964,33189852937.2552
Least developed countries: UN classification,LDC,1968,44150902360.5437
Least developed countries: UN classification,LDC,1972,51366723050.5016
Least developed countries: UN classification,LDC,1976,86360449729.086
Least developed countries: UN classification,LDC,1980,134690121870.493
Least developed countries: UN classification,LDC,1984,140596747662.634
Least developed countries: UN classification,LDC,1988,155739372880.263
Least developed countries: UN classification,LDC,1992,164443768524.868
Least developed countries: UN classification,LDC,1996,180658699944.504
Least developed countries: UN classification,LDC,2000,224107250303.781
Least developed countries: UN classification,LDC,2004,309062587055.156
Least developed countries: UN classification,LDC,2008,623170793979.264
Least developed countries: UN classification,LDC,2012,833458811324.933
Least developed countries: UN classification,LDC,2016,949887329005.813
Least developed countries: UN classification,LDC,2020,1179759976006.93
Low income,LIC,1968,18683592751.0556
Low income,LIC,1972,27674259449.619
Low income,LIC,1976,51463286526.9466
Low income,LIC,1980,81089232422.98
Low income,LIC,1984,78500544291.5847
Low income,LIC,1988,87959337462.9162
Low income,LIC,1992,91762869527.2776
Low income,LIC,1996,83783117661.3836
Low income,LIC,2000,116187766608.924
Low income,LIC,2004,160600091235.919
Low income,LIC,2008,322232651168.867
Low income,LIC,2012,350423266186.239
Low income,LIC,2016,316109880599.631
Low income,LIC,2020,340851227778.848
Liechtenstein,LIE,1972,124940289.32382
Liechtenstein,LIE,1976,272489300.467827
Liechtenstein,LIE,1980,534699362.896161
Liechtenstein,LIE,1984,502620991.852944
Liechtenstein,LIE,1988,1161757671.01756
Liechtenstein,LIE,1992,1631177029.45063
Liechtenstein,LIE,1996,2504012993.42238
Liechtenstein,LIE,2000,2483889858.32312
Liechtenstein,LIE,2004,3454373797.74442
Liechtenstein,LIE,2008,5081479840.08716
Liechtenstein,LIE,2012,5456102482.28614
Liechtenstein,LIE,2016,6237302033.50132
Liechtenstein,LIE,2020,6405870210.32293
Sri Lanka,LKA,1960,1409873949.57983
Sri Lanka,LKA,1964,1309747899.15966
Sri Lanka,LKA,1968,1801344537.81513
Sri Lanka,LKA,1972,2553936348.40871
Sri Lanka,LKA,1976,3591319857.31272
Sri Lanka,LKA,1980,4024621899.57653
Sri Lanka,LKA,1984,6043474842.76729
Sri Lanka,LKA,1988,6978371581.26375
Sri Lanka,LKA,1992,9703011635.86585
Sri Lanka,LKA,1996,13897738375.2488
Sri Lanka,LKA,2000,16330814179.9766
Sri Lanka,LKA,2004,20662525941.2985
Sri Lanka,LKA,2008,40713826215.0093
Sri Lanka,LKA,2012,70447216891.3366
Sri Lanka,LKA,2016,88000211171.5956
Sri Lanka,LKA,2020,84335574581.5072
Lower middle income,LMC,1960,85546332528.0058
Lower middle income,LMC,1964,115174581624.735
Lower middle income,LMC,1968,127540680581.268
Lower middle income,LMC,1972,170017126449.318
Lower middle income,LMC,1976,286555634822.805
Lower middle income,LMC,1980,514640284872.908
Lower middle income,LMC,1984,577208780175.076
Lower middle income,LMC,1988,696253581146.647
Lower middle income,LMC,1992,741043116389.505
Lower middle income,LMC,1996,1139557902753
Lower middle income,LMC,2000,1188689613180.98
Lower middle income,LMC,2004,1655259526797.31
Lower middle income,LMC,2008,3020463398059.63
Lower middle income,LMC,2012,4470689635852.52
Lower middle income,LMC,2016,5312048001895.33
Lower middle income,LMC,2020,6110254911277.36
Low & middle income,LMY,1960,265881154648.018
Low & middle income,LMY,1964,340021770228.624
Low & middle income,LMY,1968,423879739230.72
Low & middle income,LMY,1972,625310920337.914
Low & middle income,LMY,1976,1208103148556.91
Low & middle income,LMY,1980,2063043863704.14
Low & middle income,LMY,1984,2268443282764.48
Low & middle income,LMY,1988,2649348633094.48
Low & middle income,LMY,1992,3325828496916.22
Low & middle income,LMY,1996,5124888395590.16
Low & middle income,LMY,2000,5670020118148.49
Low & middle income,LMY,2004,7611532445724.19
Low & middle income,LMY,2008,15436551408797.4
Low & middle income,LMY,2012,23579313882597.3
Low & middle income,LMY,2016,25692480250515.9
Low & middle income,LMY,2020,29667488251107.8
Lesotho,LSO,1960,34579986.168005504
Lesotho,LSO,1964,51939979.2240083
Lesotho,LSO,1968,61445975.4216098
Lesotho,LSO,1972,80913200.4292822
Lesotho,LSO,1976,147660036.915009
Lesotho,LSO,1980,431542536.663782
Lesotho,LSO,1984,333163670.280225
Lesotho,LSO,1988,470395800.600668
Lesotho,LSO,1992,831029861.704746
Lesotho,LSO,1996,946112492.844847
Lesotho,LSO,2000,887291687.920796
Lesotho,LSO,2004,1511236655.52047
Lesotho,LSO,2008,1766902709.19935
Lesotho,LSO,2012,2477702216.26888
Lesotho,LSO,2016,2114426452.2019
Lesotho,LSO,2020,2053699870.07191
Late-demographic dividend,LTE,1960,183897734731.552
Late-demographic dividend,LTE,1964,208331252834.2
Late-demographic dividend,LTE,1968,265842378791.283
Late-demographic dividend,LTE,1972,431418432594.572
Late-demographic dividend,LTE,1976,801614491474.481
Late-demographic dividend,LTE,1980,1321686752664.45
Late-demographic dividend,LTE,1984,1350282858655.49
Late-demographic dividend,LTE,1988,1787177436511.05
Late-demographic dividend,LTE,1992,2021573979959
Late-demographic dividend,LTE,1996,3341199466041.48
Late-demographic dividend,LTE,2000,3427127607250.87
Late-demographic dividend,LTE,2004,5151794191851.87
Late-demographic dividend,LTE,2008,11749718159807.4
Late-demographic dividend,LTE,2012,17828118099875.4
Late-demographic dividend,LTE,2016,18828510013671.3
Late-demographic dividend,LTE,2020,22862413053120.2
Lithuania,LTU,1996,8430207164.43677
Lithuania,LTU,2000,11550695727.2335
Lithuania,LTU,2004,22743164431.1972
Lithuania,LTU,2008,47831254207.5223
Lithuania,LTU,2012,42709372066.8627
Lithuania,LTU,2016,42970749245.0336
Lithuania,LTU,2020,57412038533.2718
Luxembourg,LUX,1960,709941874.044355
Luxembourg,LUX,1964,910877686.268584
Luxembourg,LUX,1968,1075561622.81321
Luxembourg,LUX,1972,1901697369.62698
Luxembourg,LUX,1976,3423586206.89655
Luxembourg,LUX,1980,6019805490.41247
Luxembourg,LUX,1984,4438435492.87908
Luxembourg,LUX,1988,9418167855.18376
Luxembourg,LUX,1992,15518702634.8808
Luxembourg,LUX,1996,20895314657.9805
